# field	phot_id	z_best_s	use_phot	use_zgrism	z_best	z_best_l95	z_best_l68	z_best_u68	z_best_u95
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
aegis	9143	3	1	0	2.2582	2.6140	2.6270	2.7900	2.8920
aegis	9144	3	1	0	0.4894	0.2490	0.3660	0.5870	0.6590
aegis	9145	3	1	0	1.4981	1.1670	1.3170	1.6790	1.7600
aegis	9146	3	1	0	0.5856	0.5010	0.5380	0.6320	0.6650
aegis	9147	3	1	0	0.1931	0.0330	0.1280	0.2600	0.3520
aegis	9148	3	1	0	1.9593	0.4760	1.2520	2.6510	3.2940
aegis	9149	3	1	0	1.8774	0.4680	1.3230	2.3690	2.6600
aegis	9150	3	1	0	2.1870	2.4130	2.4310	2.6230	2.7370
aegis	9151	2	1	1	1.1075	1.0976	1.1037	1.1116	1.1158
aegis	9152	3	1	0	4.4354	4.2890	4.3510	4.5260	4.5860
aegis	9153	3	1	0	1.1007	0.1570	0.7860	1.3670	1.5000
aegis	9154	3	1	0	3.3741	3.0750	3.2150	3.5370	3.6850
aegis	9155	3	1	0	1.7863	1.4250	1.6000	1.9650	2.1210
aegis	9156	2	1	1	0.9213	0.9147	0.9177	0.9242	0.9268
aegis	9157	3	1	0	2.6692	2.1440	2.4750	2.8710	3.0480
aegis	9158	3	1	0	3.4326	3.3440	3.3770	3.4950	3.5140
aegis	9159	3	1	0	1.7565	1.6490	1.7090	1.8050	1.8360
aegis	9160	3	1	0	2.5160	1.6380	2.2980	2.7610	2.8980
aegis	9161	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9162	3	1	0	0.3851	0.3270	0.3540	0.4180	0.4400
aegis	9163	3	1	0	2.3259	2.1980	2.2500	2.4050	2.4630
aegis	9164	2	1	1	0.4369	0.4027	0.4312	0.4625	0.5499
aegis	9165	1	1	1	0.2829	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9166	3	1	0	1.9673	0.6290	1.0330	2.8800	3.5570
aegis	9167	3	1	0	2.1247	1.5820	1.6690	2.5670	2.7360
aegis	9168	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9169	3	1	0	1.7863	1.1890	1.4610	2.1650	2.3550
aegis	9170	3	1	0	0.5132	0.2110	0.3450	0.6650	1.0690
aegis	9171	3	1	0	1.5467	0.7360	1.1370	1.9520	2.2960
aegis	9172	3	1	0	1.2147	0.4600	0.9500	1.3450	1.4270
aegis	9173	3	1	0	1.6186	1.3360	1.4480	1.8350	1.9970
aegis	9174	3	1	0	3.2437	2.9040	3.0660	3.4210	3.5860
aegis	9175	3	1	0	2.4402	2.2730	2.3670	2.5150	2.5690
aegis	9176	3	1	0	2.9579	2.7170	2.8420	3.0810	3.1810
aegis	9177	2	1	1	1.8548	1.7362	1.8154	1.8738	1.9848
aegis	9178	3	1	0	0.4114	0.0230	0.1890	0.5810	0.6620
aegis	9179	3	1	0	2.0521	1.3950	1.4760	2.1370	2.2710
aegis	9180	3	1	0	3.5653	3.3870	3.4680	3.6670	3.7420
aegis	9181	3	0	0	2.2764	2.1010	2.1980	2.3560	2.4110
aegis	9182	1	1	0	0.6486	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9183	2	1	1	1.6698	1.6647	1.6672	1.6713	1.6733
aegis	9184	3	1	0	2.2159	1.3350	1.7620	2.5810	2.7940
aegis	9185	3	1	0	1.7201	1.4510	1.5360	1.8760	2.0060
aegis	9186	3	1	0	1.9934	1.3640	1.6450	2.3390	2.6420
aegis	9187	3	1	0	3.3000	2.8230	3.0380	3.6140	3.8440
aegis	9188	3	1	0	0.0504	0.0120	0.0250	1.3270	1.6430
aegis	9189	3	1	0	2.7613	2.4770	2.6130	2.9050	3.0330
aegis	9190	3	1	0	0.6658	0.3550	0.5230	0.7140	0.7370
aegis	9191	3	1	0	2.9583	2.6550	2.8210	3.0990	3.2170
aegis	9192	3	1	0	1.1040	0.9520	1.0170	1.1910	1.2540
aegis	9193	3	1	0	2.8043	2.5920	2.6780	2.9240	3.0020
aegis	9194	3	1	0	0.8026	0.4230	0.6050	3.4790	5.0820
aegis	9195	3	1	0	4.7685	0.9030	4.5800	4.9420	5.0510
aegis	9196	3	1	0	1.0131	0.8430	0.9290	1.0960	1.1390
aegis	9197	3	1	0	0.5579	0.4370	0.5190	0.6020	0.6460
aegis	9198	3	1	0	1.1508	0.2400	0.4200	1.0960	1.1430
aegis	9199	3	0	0	3.0622	2.7600	2.9080	3.2220	3.3530
aegis	9200	3	1	0	1.7509	1.3940	1.5310	1.9600	2.1180
aegis	9201	2	1	1	1.7788	1.6009	1.6150	1.7843	1.7996
aegis	9202	2	1	1	2.0404	1.9564	2.0153	2.0433	2.0581
aegis	9203	3	1	0	1.7190	1.4700	1.5370	1.8680	1.9930
aegis	9204	3	1	0	1.5859	1.3270	1.3980	1.5460	1.5630
aegis	9205	3	1	0	1.7086	1.4310	1.5570	1.8540	1.9820
aegis	9206	3	1	0	0.9625	0.7290	0.8290	1.0950	1.1840
aegis	9207	3	1	0	0.3568	0.3020	0.3280	0.4180	2.8910
aegis	9208	1	1	1	0.2077	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9209	3	1	0	1.2938	0.2490	0.5450	1.0780	1.1130
aegis	9210	3	1	0	2.8876	2.2840	2.6610	3.1450	3.4470
aegis	9211	3	1	0	4.6364	4.3860	4.4900	4.7890	4.9460
aegis	9212	3	1	0	0.6450	0.5040	0.5820	0.7080	0.7700
aegis	9213	3	0	0	1.0407	0.1270	0.6310	1.2420	1.4160
aegis	9214	3	1	0	2.0498	0.5960	1.2220	2.7310	3.1340
aegis	9215	3	1	0	1.6023	0.3510	0.6460	2.7500	3.3490
aegis	9216	3	1	0	0.7823	0.6690	0.7090	0.8550	0.9910
aegis	9217	3	1	0	1.0278	0.4320	0.7530	1.2110	1.3260
aegis	9218	3	1	0	1.6179	1.1720	1.3550	1.9150	2.1400
aegis	9219	3	0	0	1.4349	0.8470	1.1760	1.4460	1.4800
aegis	9220	3	1	0	3.6288	3.2700	3.4540	3.8060	3.9770
aegis	9221	3	1	0	0.4550	0.0420	0.1050	0.9010	1.3130
aegis	9222	3	1	0	0.3418	0.2890	0.3140	0.3710	0.3900
aegis	9223	3	1	0	2.8579	2.6560	2.7530	2.9650	3.0630
aegis	9224	2	1	1	1.0897	1.0814	1.0866	1.0957	1.1006
aegis	9225	3	1	0	2.3373	1.6820	2.0650	2.6110	2.7680
aegis	9226	3	0	0	2.7340	1.8470	2.4740	3.0430	3.2930
aegis	9227	3	1	0	1.6310	1.3310	1.4410	1.8630	2.0270
aegis	9228	3	1	0	1.6845	1.3310	1.4250	1.9570	2.0830
aegis	9229	3	1	0	0.7139	0.6270	0.6680	0.7600	0.7970
aegis	9230	3	1	0	1.6230	1.3740	1.4670	1.8020	1.9810
aegis	9231	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
aegis	9232	3	1	0	2.0331	1.4500	1.7580	2.2970	2.4550
aegis	9233	3	1	0	2.5613	2.0690	2.3470	2.7960	3.0090
aegis	9234	3	1	0	0.8601	0.0350	0.3210	1.1850	1.3070
aegis	9235	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9236	3	1	0	1.1642	0.2190	0.7870	1.5620	2.0870
aegis	9237	3	1	0	0.8623	0.7230	0.7820	0.9450	1.0190
aegis	9238	3	1	0	1.4589	1.2110	1.3210	1.5930	1.7220
aegis	9239	3	1	0	2.5006	2.2830	2.3840	2.6190	2.7110
aegis	9240	3	1	0	2.8438	2.5280	2.6990	2.9950	3.1160
aegis	9241	3	1	0	4.9916	5.1010	5.1250	5.3680	5.4960
aegis	9242	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9243	3	1	0	2.6039	2.4960	2.5380	2.6720	2.7230
aegis	9244	3	1	0	2.5255	2.2180	2.3730	2.6830	2.8000
aegis	9245	3	1	0	0.2903	0.1820	0.2560	0.3320	0.3800
aegis	9246	3	1	0	0.9910	0.8690	0.9180	1.0630	1.0970
aegis	9247	3	1	0	1.6586	0.5230	1.2530	2.1390	2.4120
aegis	9248	3	0	0	0.0279	0.0100	0.0130	0.0460	0.0600
aegis	9249	3	1	0	5.2148	4.5060	4.9280	5.5090	5.6890
aegis	9250	3	1	0	0.6984	0.5540	0.6460	0.7530	0.7980
aegis	9251	3	1	0	0.6945	0.6700	0.6750	0.7150	0.7190
aegis	9252	3	1	0	4.8912	4.9420	4.9900	5.4720	5.7960
aegis	9253	3	1	0	1.5334	0.8160	1.2190	1.9730	2.3380
aegis	9254	3	1	0	0.8128	0.5790	0.7070	0.9230	1.0120
aegis	9255	3	1	0	1.3974	1.0120	1.1900	1.5840	2.0760
aegis	9256	3	1	0	2.4981	2.3580	2.4120	2.5930	2.6720
aegis	9257	3	1	0	1.6122	0.9890	1.2660	1.9360	2.2150
aegis	9258	3	1	0	5.0288	0.6870	4.6850	5.2490	5.4290
aegis	9259	3	1	0	3.1150	2.8160	2.9610	3.2730	3.3890
aegis	9260	3	1	0	1.5655	1.3500	1.4220	1.7460	1.8530
aegis	9261	3	1	0	2.2689	1.1590	2.0040	2.5660	2.8040
aegis	9262	3	1	0	2.2301	2.1080	2.1550	2.4030	2.5810
aegis	9263	3	1	0	0.7356	0.5710	0.6720	0.8120	0.8830
aegis	9264	3	1	0	1.3789	0.7190	1.0020	1.8320	2.3130
aegis	9265	3	1	0	1.8115	1.1960	1.4270	2.2050	2.5110
aegis	9266	3	1	0	2.5622	0.6650	2.2490	2.8610	3.1010
aegis	9267	3	1	0	1.4357	1.1830	1.2900	1.5670	1.6800
aegis	9268	3	1	0	2.7618	0.2990	0.4760	2.8750	3.1580
aegis	9269	3	1	0	0.8568	0.7010	0.7710	0.9370	0.9850
aegis	9270	3	1	0	1.6615	1.2370	1.4250	1.9210	2.0980
aegis	9271	3	1	0	2.7752	2.6380	2.7040	2.8470	2.8970
aegis	9272	2	1	1	2.2723	2.1781	2.2278	2.3046	2.3483
aegis	9273	3	1	0	1.7474	1.4960	1.6350	1.8530	1.9760
aegis	9274	3	1	0	2.9545	2.7740	2.8490	3.1810	3.3390
aegis	9275	3	1	0	1.6085	0.9110	1.1860	2.0780	2.3770
aegis	9276	3	1	0	1.2420	1.0580	1.1680	1.3200	1.4090
aegis	9277	3	1	0	3.0846	2.8960	2.9770	3.1940	3.2800
aegis	9278	3	1	0	1.5425	0.6410	0.8930	2.2290	2.5980
aegis	9279	2	1	1	0.7780	0.7710	0.7741	0.7805	0.7834
aegis	9280	3	1	0	2.4789	1.8940	2.1810	2.7940	3.1370
aegis	9281	3	1	0	1.5470	0.6850	1.1440	1.9900	2.3510
aegis	9282	3	1	0	2.2681	1.5460	1.7620	2.6690	2.8770
aegis	9283	3	1	0	1.7710	1.4330	1.5820	1.9770	2.1920
aegis	9284	3	1	0	1.3997	0.8750	1.1270	1.5200	1.5870
aegis	9285	3	1	0	0.6255	0.5510	0.5890	0.6660	0.6970
aegis	9286	3	1	0	1.5052	1.1200	1.3180	1.6630	2.0220
aegis	9287	3	1	0	1.2275	1.0820	1.1450	1.3030	1.3780
aegis	9288	3	1	0	1.4187	1.2790	1.3250	1.5040	1.6600
aegis	9289	3	1	0	4.1447	3.6670	3.9190	4.3680	4.5070
aegis	9290	3	1	0	0.4829	0.2030	0.4260	0.5640	0.6400
aegis	9291	3	1	0	1.7160	1.3960	1.5160	1.9150	2.1210
aegis	9292	3	1	0	0.7792	0.6360	0.6960	0.8630	0.9340
aegis	9293	2	1	1	0.2789	0.1863	0.2195	0.2912	0.3200
aegis	9294	3	1	0	1.6443	1.0520	1.3900	1.8810	2.0810
aegis	9295	3	1	0	2.2620	2.0890	2.1750	2.3500	2.4050
aegis	9296	3	1	0	1.1728	0.9970	1.0650	1.2790	1.4030
aegis	9297	3	1	0	1.9513	0.4100	1.1290	2.5790	2.8260
aegis	9298	3	1	0	2.2910	2.1180	2.1890	2.5080	2.6630
aegis	9299	3	1	0	0.8868	0.3850	0.6820	1.0560	1.4780
aegis	9300	3	1	0	0.8964	0.5740	0.7750	1.0080	1.0670
aegis	9301	3	1	0	0.8746	0.2580	0.5130	0.9320	1.0170
aegis	9302	3	0	0	2.3628	2.2680	2.3230	2.8410	3.3670
aegis	9303	3	1	0	2.6732	2.3200	2.4970	2.8450	2.9750
aegis	9304	3	1	0	1.5185	1.2420	1.3650	1.6710	1.9340
aegis	9305	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
aegis	9306	3	1	0	0.7714	0.6730	0.7060	0.8340	0.9920
aegis	9307	2	1	1	0.7656	0.7615	0.7634	0.7671	0.7687
aegis	9308	3	1	0	1.1366	0.4700	0.7620	1.5800	1.9370
aegis	9309	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
aegis	9310	3	1	0	2.5554	2.5130	2.5380	2.7300	2.8310
aegis	9311	3	1	0	1.6597	1.4980	1.5900	1.7340	1.8050
aegis	9312	3	1	0	0.8288	0.4120	0.7060	1.0060	1.1380
aegis	9313	1	1	1	0.8691	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9314	2	1	1	2.2937	2.2866	2.2901	2.2973	2.3015
aegis	9315	3	0	0	1.5842	1.1360	1.4280	1.7580	2.0000
aegis	9316	3	1	0	1.9573	1.3370	1.6090	2.3050	2.5960
aegis	9317	3	1	0	1.3298	1.1250	1.1870	1.4540	1.5590
aegis	9318	3	1	0	2.9981	2.8400	2.9080	3.0870	3.1630
aegis	9319	3	1	0	2.4086	2.3210	2.3560	2.4640	2.5120
aegis	9320	3	1	0	0.8722	0.7390	0.8060	0.9330	0.9750
aegis	9321	3	1	0	1.0129	0.7670	0.9090	1.1100	1.1730
aegis	9322	3	1	0	0.7488	0.5300	0.6900	0.8220	0.9000
aegis	9323	3	1	0	0.5679	0.3720	0.4840	0.6590	0.7280
aegis	9324	3	1	0	1.4998	1.2320	1.3350	1.6300	1.7000
aegis	9325	3	1	0	1.9853	1.4630	1.9000	2.1230	2.1870
aegis	9326	3	1	0	1.6933	1.5040	1.5940	1.7910	1.9100
aegis	9327	3	1	0	1.1175	0.1290	0.7830	1.4610	1.8220
aegis	9328	1	1	1	0.4633	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9329	3	1	0	4.4070	0.4640	0.8550	4.6230	4.9960
aegis	9330	3	1	0	1.4633	0.5670	0.9560	1.9920	2.3910
aegis	9331	3	1	0	0.0854	0.0120	0.0290	0.1300	0.2560
aegis	9332	3	1	0	1.8827	1.1120	1.3640	2.2760	2.5560
aegis	9333	3	1	0	2.7540	2.3850	2.5690	2.9500	3.1420
aegis	9334	2	1	1	1.0514	0.7871	0.8327	1.0530	1.1091
aegis	9335	3	1	0	1.9485	1.6690	1.8610	2.0440	2.1140
aegis	9336	3	1	0	0.6837	0.6070	0.6390	0.7250	0.8120
aegis	9337	3	1	0	2.7238	2.4530	2.5930	2.8470	2.9300
aegis	9338	3	1	0	1.0291	0.4210	0.7870	1.2320	1.3460
aegis	9339	3	1	0	1.3565	1.2520	1.2980	1.4160	1.4590
aegis	9340	3	1	0	0.1560	0.0300	0.0680	0.2630	0.3870
aegis	9341	2	1	1	0.4262	0.4199	0.4283	0.5390	0.5554
aegis	9342	3	1	0	0.9399	0.1870	0.4650	1.1530	1.2730
aegis	9343	3	1	0	2.0290	1.5080	1.7090	2.2940	2.4320
aegis	9344	3	1	0	4.1094	0.4840	3.6080	4.3880	4.5960
aegis	9345	3	1	0	0.6454	0.5780	0.6060	0.6840	0.7110
aegis	9346	3	1	0	1.7577	1.2690	1.5050	2.0350	2.2640
aegis	9347	3	1	0	0.7326	0.6290	0.6890	0.7760	0.8200
aegis	9348	3	1	0	1.7942	1.2240	1.4200	2.1680	2.3570
aegis	9349	3	1	0	1.3747	0.2990	0.8770	1.9130	2.2740
aegis	9350	3	1	0	1.0428	0.4340	0.7980	1.2080	1.3480
aegis	9351	3	1	0	4.6332	4.4180	4.5140	4.7570	4.8570
aegis	9352	3	1	0	0.5197	0.3740	0.4610	0.5840	0.6430
aegis	9353	3	1	0	0.8991	0.7450	0.8240	0.9720	1.0270
aegis	9354	3	1	0	0.3248	0.1250	0.2140	0.4240	0.5290
aegis	9355	3	1	0	0.1661	0.0820	0.1240	2.7240	2.8230
aegis	9356	3	1	0	1.5558	1.1830	1.3460	1.7800	2.0170
aegis	9357	3	1	0	0.2782	0.0810	0.2450	0.3280	0.3720
aegis	9358	3	1	0	3.1433	0.4740	2.9420	3.3250	3.4760
aegis	9359	2	1	1	0.8258	0.6750	0.7161	0.8255	0.8834
aegis	9360	3	1	0	1.0856	0.4750	0.7170	1.1040	1.1760
aegis	9361	3	1	0	4.4531	3.8080	4.0070	4.8830	5.0080
aegis	9362	3	1	0	0.4736	0.2400	0.3920	0.5880	3.3030
aegis	9363	3	1	0	1.7047	1.3940	1.4930	2.0010	2.2070
aegis	9364	3	1	0	1.2324	1.0660	1.1330	1.3240	1.4280
aegis	9365	3	1	0	1.2172	0.9630	1.1040	1.3350	1.4230
aegis	9366	3	1	0	1.6092	0.3680	0.8390	2.3070	3.1480
aegis	9367	3	1	0	2.5974	2.3410	2.4580	2.7360	2.8410
aegis	9368	3	1	0	2.8505	2.8280	2.8630	3.1360	3.2880
aegis	9369	3	1	0	1.2368	1.1310	1.1890	1.2860	1.3330
aegis	9370	3	1	0	2.7440	2.4960	2.5890	2.8970	3.0200
aegis	9371	3	1	0	1.4288	0.1380	0.7330	2.0270	2.3660
aegis	9372	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9373	3	1	0	2.6129	2.3570	2.4780	2.7520	2.8630
aegis	9374	3	1	0	0.2666	0.0680	0.0980	0.5700	0.8510
aegis	9375	3	1	0	3.5928	2.9950	3.2360	3.9520	4.2220
aegis	9376	2	1	1	2.0283	2.0200	2.0240	2.0341	2.1151
aegis	9377	3	1	0	4.3116	4.1420	4.2140	4.4100	4.4800
aegis	9378	3	1	0	1.3729	0.3140	1.2010	1.4700	2.2330
aegis	9379	3	1	0	2.0313	2.2010	2.2100	2.3340	2.4090
aegis	9380	3	1	0	0.3736	0.1010	0.2520	0.4970	0.6070
aegis	9381	3	1	0	3.6922	0.5010	3.5130	3.8630	4.0240
aegis	9382	3	1	0	1.2628	0.7890	1.0780	1.2920	1.3410
aegis	9383	3	1	0	1.8432	1.2740	1.4600	2.1810	2.3230
aegis	9384	3	1	0	4.4480	3.5540	4.0270	4.8250	5.1000
aegis	9385	3	1	0	2.3444	2.1180	2.2520	2.4440	2.5270
aegis	9386	2	1	1	1.9329	1.7900	1.9012	1.9439	2.0886
aegis	9387	3	1	0	1.2522	0.9560	1.1060	1.3750	1.5350
aegis	9388	3	1	0	2.3811	2.2860	2.3230	2.4420	2.4850
aegis	9389	3	1	0	2.1922	1.4990	1.8910	2.4580	2.5870
aegis	9390	3	1	0	1.4310	1.2570	1.3080	1.5560	1.7470
aegis	9391	3	1	0	3.2166	2.9230	3.0650	3.3680	3.4890
aegis	9392	3	0	0	4.5991	4.5240	4.5690	4.9570	5.1950
aegis	9393	3	1	0	0.2421	0.0250	0.0830	0.3860	0.5400
aegis	9394	3	1	0	1.8895	1.5020	1.6550	2.1260	2.3050
aegis	9395	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9396	3	1	0	2.3071	2.1810	2.2380	2.3760	2.4230
aegis	9397	3	1	0	1.4772	1.0420	1.1250	1.4330	1.4800
aegis	9398	2	0	1	0.5182	0.4323	0.4801	0.5415	0.5876
aegis	9399	3	1	0	2.9022	2.7110	2.7980	3.0070	3.1010
aegis	9400	3	1	0	1.6805	1.5660	1.6010	1.7640	1.8200
aegis	9401	3	1	0	0.7979	0.6070	0.6850	0.9160	1.0220
aegis	9402	3	1	0	1.9566	1.5340	1.6370	2.2630	2.4450
aegis	9403	3	1	0	1.4372	0.1060	0.4950	2.2220	2.7640
aegis	9404	3	1	0	2.5607	2.4210	2.4900	2.6340	2.6890
aegis	9405	3	1	0	0.9698	0.7630	0.8420	1.0460	1.0850
aegis	9406	3	1	0	1.5772	1.2190	1.3360	1.7850	1.9440
aegis	9407	3	0	0	4.7204	4.4640	4.5710	4.8760	5.0530
aegis	9408	3	1	0	1.3686	1.1020	1.2310	1.5090	1.8290
aegis	9409	3	1	0	2.5919	2.4990	2.5390	2.7710	2.8820
aegis	9410	3	1	0	0.8719	0.7920	0.8160	0.9470	1.0220
aegis	9411	3	1	0	0.7986	0.6300	0.7010	0.8970	1.0180
aegis	9412	3	1	0	0.6609	0.2160	0.4060	0.8840	1.0890
aegis	9413	3	1	0	0.9098	0.8280	0.8680	0.9520	0.9900
aegis	9414	3	1	0	0.3551	0.2900	0.3190	0.3910	0.4170
aegis	9415	3	1	0	1.2568	1.1240	1.1950	1.3210	1.3780
aegis	9416	2	1	1	3.6880	3.6135	3.6507	3.7138	3.7575
aegis	9417	3	1	0	3.6618	3.4510	3.5420	3.7840	3.8800
aegis	9418	3	1	0	1.4350	0.1060	1.1540	1.4430	1.4680
aegis	9419	3	1	0	0.4736	0.1720	0.3150	0.5880	1.6570
aegis	9420	3	0	0	0.0100	0.0100	0.0110	0.0240	0.0250
aegis	9421	1	1	0	0.4500	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9422	3	1	0	3.6282	3.4380	3.5220	3.7370	3.8280
aegis	9423	3	1	0	0.6016	0.1350	0.3130	0.8780	1.0290
aegis	9424	3	1	0	1.7018	1.3210	1.4650	1.9170	2.0790
aegis	9425	3	1	0	5.3948	5.0970	5.2400	5.5470	5.6510
aegis	9426	3	1	0	1.7895	1.1940	1.5420	2.0410	2.6210
aegis	9427	3	1	0	2.3010	2.4850	2.5070	2.7180	2.8510
aegis	9428	3	1	0	0.3542	0.0880	0.1440	0.7450	2.6320
aegis	9429	3	1	0	0.4080	0.2090	0.3120	0.4890	0.5930
aegis	9430	3	1	0	0.0408	0.0110	0.0180	0.0550	0.1050
aegis	9431	3	1	0	1.5412	1.0690	1.2230	1.9740	2.3030
aegis	9432	3	1	0	0.7444	0.6610	0.7080	0.7810	0.8270
aegis	9433	3	1	0	3.2841	3.1390	3.2030	3.3700	3.4230
aegis	9434	3	1	0	0.9619	0.7960	0.8790	1.0490	1.1120
aegis	9435	3	1	0	0.8657	0.4520	0.6730	0.9820	1.0690
aegis	9436	2	1	1	1.7566	1.7446	1.7514	1.7616	1.7672
aegis	9437	3	1	0	1.8736	0.9210	1.3820	2.3400	2.8550
aegis	9438	3	1	0	0.2262	0.0390	0.0920	0.3480	0.7350
aegis	9439	3	1	0	0.0100	0.0100	0.0110	0.0240	0.0250
aegis	9440	3	1	0	0.5413	0.4350	0.4930	0.5880	0.6220
aegis	9441	3	1	0	0.5277	0.4250	0.4710	0.5900	0.6370
aegis	9442	3	0	0	0.0182	0.0100	0.0110	0.0340	0.0490
aegis	9443	3	1	0	1.9080	1.6980	1.8190	1.9990	2.0810
aegis	9444	2	1	1	1.3478	1.3422	1.3453	1.3507	1.3534
aegis	9445	3	1	0	2.2930	1.2790	2.0040	2.6080	2.8100
aegis	9446	3	1	0	2.3196	2.0990	2.2050	2.4350	2.5300
aegis	9447	2	1	1	2.1836	2.1782	2.1806	2.1864	2.1893
aegis	9448	3	1	0	0.0975	0.0140	0.0330	0.1760	0.3220
aegis	9449	2	1	1	0.7160	0.6359	0.6732	0.7392	0.8676
aegis	9450	3	0	0	2.6830	2.4680	2.5470	2.8200	2.9780
aegis	9451	3	1	0	2.5180	0.1570	2.2150	2.6510	2.7660
aegis	9452	3	1	0	0.9373	0.7560	0.8410	1.0350	1.1060
aegis	9453	3	1	0	0.5002	0.4390	0.4590	0.5500	0.5880
aegis	9454	3	1	0	0.5562	0.0790	0.2310	0.8460	0.9200
aegis	9455	3	1	0	5.2591	5.1980	5.2370	5.5150	5.6490
aegis	9456	3	1	0	0.5051	0.4280	0.4570	0.5490	0.5740
aegis	9457	3	0	0	0.0490	0.0110	0.0170	0.0860	0.1550
aegis	9458	3	1	0	1.1539	1.0340	1.0860	1.2290	1.2800
aegis	9459	3	1	0	1.5572	1.1190	1.3580	1.7450	1.9250
aegis	9460	3	0	0	1.7244	0.8910	1.4960	2.0010	2.3370
aegis	9461	3	1	0	1.4876	1.2990	1.3880	1.5620	1.8630
aegis	9462	3	1	0	2.3708	2.1780	2.2770	2.4640	2.5330
aegis	9463	3	1	0	1.0904	1.0070	1.0440	1.1350	1.1660
aegis	9464	3	1	0	2.2173	1.2660	1.8890	2.5270	2.7600
aegis	9465	3	1	0	1.8311	1.2390	1.4980	2.1520	2.3920
aegis	9466	2	1	1	1.6013	1.4672	1.5587	1.6492	1.7209
aegis	9467	3	1	0	1.4310	1.2340	1.3070	1.5540	1.7880
aegis	9468	3	1	0	1.7099	1.3490	1.4970	1.9220	2.1110
aegis	9469	3	1	0	3.3307	3.1790	3.2450	3.4170	3.4700
aegis	9470	3	0	0	1.6497	1.2660	1.4010	1.8660	2.0560
aegis	9471	3	1	0	0.7992	0.0720	0.1900	0.5410	0.5990
aegis	9472	3	1	0	1.2643	0.4750	0.7590	1.8830	2.8100
aegis	9473	3	1	0	1.1194	0.9480	1.0250	1.2230	1.3180
aegis	9474	3	1	0	4.0769	3.7460	3.9180	4.2370	4.3480
aegis	9475	3	1	0	0.5684	0.4410	0.5100	0.6280	0.6680
aegis	9476	3	1	0	5.4051	5.2090	5.2910	5.5170	5.5850
aegis	9477	3	1	0	1.5547	1.3320	1.4110	1.5860	2.1640
aegis	9478	3	1	0	0.8642	0.7750	0.8150	0.9090	0.9380
aegis	9479	3	1	0	1.5030	1.1710	1.3110	1.5620	1.6000
aegis	9480	3	1	0	2.3818	2.2070	2.2960	2.4710	2.5560
aegis	9481	3	1	0	1.0174	0.6560	0.8110	1.1620	1.8290
aegis	9482	3	1	0	1.7451	1.3440	1.4840	2.0030	2.2010
aegis	9483	3	1	0	1.7922	1.3750	1.4770	2.0970	2.2270
aegis	9484	3	1	0	1.2320	0.8470	1.0310	1.5090	1.9570
aegis	9485	3	1	0	2.8393	2.6480	2.7400	2.9410	3.0320
aegis	9486	2	1	1	1.1924	1.1884	1.1900	1.1932	1.1950
aegis	9487	3	1	0	0.9367	0.8190	0.8760	0.9930	1.0410
aegis	9488	3	1	0	0.8371	0.6480	0.7170	0.9580	1.0360
aegis	9489	3	1	0	1.0363	0.6720	0.7980	1.2010	1.7060
aegis	9490	3	1	0	1.2624	0.0630	0.2320	0.6880	0.8330
aegis	9491	3	1	0	1.0776	0.3480	0.7280	1.3180	1.4500
aegis	9492	3	1	0	0.4715	0.2150	0.3470	0.5970	0.6850
aegis	9493	3	1	0	0.9879	0.7060	0.8310	1.1390	1.2660
aegis	9494	2	1	1	1.5447	1.5393	1.5422	1.5473	1.5510
aegis	9495	3	1	0	1.2319	1.0870	1.1710	1.2930	1.3400
aegis	9496	3	1	0	0.8081	0.6830	0.7250	0.9070	0.9670
aegis	9497	3	1	0	2.7126	2.3730	2.5310	2.9100	3.0990
aegis	9498	3	1	0	2.5987	0.3390	2.4580	2.7320	2.8240
aegis	9499	3	1	0	1.3816	1.2770	1.3200	1.4400	1.5040
aegis	9500	3	1	0	0.4727	0.1600	0.2710	0.3810	0.3950
aegis	9501	3	1	0	1.3015	0.5070	0.8820	1.7550	2.2050
aegis	9502	3	1	0	3.7570	3.4490	3.5700	3.9420	4.0930
aegis	9503	3	1	0	2.2746	2.1900	2.2250	2.3270	2.3630
aegis	9504	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	9505	3	1	0	1.3390	1.2370	1.2810	1.3990	1.4590
aegis	9506	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
