# field	phot_id	z_best_s	use_phot	use_zgrism	z_best	z_best_l95	z_best_l68	z_best_u68	z_best_u95
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
aegis	15588	3	1	0	0.3537	0.1650	0.2650	0.4680	0.5820
aegis	15589	3	1	0	0.8772	0.0340	0.0670	0.1230	0.1290
aegis	15590	3	1	0	3.3067	0.5570	3.1640	3.4340	3.5460
aegis	15591	3	1	0	1.4372	0.2990	1.1570	1.7540	2.1370
aegis	15592	3	1	0	1.4482	0.4190	1.0540	1.1980	1.2100
aegis	15593	2	1	1	0.7092	0.6391	0.6923	0.7201	0.7302
aegis	15594	3	1	0	1.6428	1.3730	1.4530	1.9190	2.0860
aegis	15595	3	1	0	2.6905	2.5080	2.5980	2.7860	2.8460
aegis	15596	3	1	0	1.1698	0.3270	0.7330	1.3390	1.4150
aegis	15597	3	1	0	2.6913	2.5590	2.6270	2.7600	2.8040
aegis	15598	3	1	0	3.9829	3.4310	3.6600	4.2740	4.4730
aegis	15599	3	1	0	0.1988	0.0160	0.0490	0.3310	0.3930
aegis	15600	3	1	0	1.4748	1.3520	1.4030	1.5460	1.6130
aegis	15601	3	1	0	3.3455	3.1710	3.2470	3.4460	3.5280
aegis	15602	3	1	0	0.4358	0.3000	0.3610	0.5170	0.5710
aegis	15603	3	1	0	1.4695	1.2790	1.3680	1.5730	1.7090
aegis	15604	3	1	0	0.2028	0.0290	0.0780	0.3230	0.4630
aegis	15605	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15606	3	0	0	3.2512	3.0250	3.1240	3.4170	3.5490
aegis	15607	3	1	0	0.6029	0.2190	0.5260	0.7030	2.9110
aegis	15608	3	1	0	0.6154	0.5020	0.5530	0.6770	0.7140
aegis	15609	3	1	0	0.2571	0.0410	0.1170	0.4050	0.5910
aegis	15610	3	1	0	2.7310	2.6700	2.7380	3.2520	4.3190
aegis	15611	3	1	0	1.7234	0.6370	0.9980	2.3450	3.2600
aegis	15612	2	1	1	0.7229	0.7071	0.7160	0.7318	0.7391
aegis	15613	3	1	0	0.5888	0.4740	0.5340	0.6440	0.6830
aegis	15614	3	1	0	3.8657	3.4390	3.6250	4.1060	4.2860
aegis	15615	3	1	0	0.8669	0.0590	0.2380	1.3110	1.3910
aegis	15616	3	1	0	1.0375	0.9460	0.9990	1.0810	1.1160
aegis	15617	2	1	1	2.6711	2.5357	2.5470	2.6766	2.6868
aegis	15618	3	1	0	2.7641	2.5750	2.6660	2.8670	2.9400
aegis	15619	3	1	0	1.5429	1.3050	1.3800	1.7990	1.9920
aegis	15620	3	1	0	0.8134	0.6160	0.7030	0.9370	1.0210
aegis	15621	3	1	0	2.0589	0.1810	1.5310	2.6090	2.8970
aegis	15622	3	1	0	2.9779	1.8900	2.6010	3.2940	3.4620
aegis	15623	1	1	1	1.4152	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15624	3	1	0	1.0230	0.7080	0.8960	1.1380	1.2940
aegis	15625	3	1	0	0.9351	0.7430	0.8390	1.0300	1.1090
aegis	15626	3	1	0	3.1144	2.5530	2.7090	3.8730	4.9410
aegis	15627	3	1	0	2.0362	2.1970	2.2090	2.3870	2.5600
aegis	15628	3	1	0	0.5027	0.3840	0.4630	0.5500	0.5870
aegis	15629	3	1	0	1.4092	0.9820	1.1380	1.6610	1.8670
aegis	15630	3	1	0	2.0433	1.8370	1.9440	2.1460	2.2230
aegis	15631	3	1	0	0.4099	0.0320	0.0920	0.7640	1.5730
aegis	15632	3	1	0	3.3068	3.0650	3.1760	3.4430	3.5780
aegis	15633	3	1	0	1.6288	0.9230	1.1670	1.9820	2.2060
aegis	15634	3	1	0	0.1729	0.0180	0.0530	0.2880	0.6980
aegis	15635	3	1	0	0.8763	0.0790	0.7860	0.9390	1.0160
aegis	15636	3	0	0	2.7934	2.5800	2.6680	2.9250	3.0450
aegis	15637	3	1	0	0.7186	0.5950	0.6550	0.7790	0.8240
aegis	15638	3	1	0	1.2807	0.0640	0.3460	1.1010	1.1500
aegis	15639	3	1	0	1.8070	1.2580	1.4300	2.2100	2.4380
aegis	15640	3	1	0	1.9691	1.7850	1.8750	2.0570	2.1290
aegis	15641	3	1	0	0.4899	0.2400	0.4030	0.5960	3.7980
aegis	15642	2	1	1	1.0586	1.0550	1.0563	1.0588	1.0600
aegis	15643	3	1	0	0.8952	0.3440	0.5860	1.1430	1.4530
aegis	15644	3	1	0	2.4734	2.1960	2.3380	2.6130	2.7030
aegis	15645	3	1	0	0.6408	0.4380	0.5610	0.7250	0.8400
aegis	15646	3	1	0	1.5592	0.4530	0.6280	2.2540	2.5630
aegis	15647	3	1	0	2.2150	2.2770	2.3010	2.5640	2.7470
aegis	15648	1	1	1	0.3545	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15649	3	1	0	1.6847	1.4620	1.5470	1.8140	1.9320
aegis	15650	3	0	0	0.2775	0.2160	0.2360	0.3580	0.4020
aegis	15651	3	1	0	3.6250	3.4470	3.5250	3.7270	3.8040
aegis	15652	3	1	0	2.2233	2.0210	2.1180	2.3280	2.4060
aegis	15653	3	1	0	0.4457	0.0940	0.2030	0.6780	0.9140
aegis	15654	3	0	0	1.2550	0.8660	1.0150	1.3700	1.4550
aegis	15655	3	1	0	5.6064	4.3640	5.3960	5.8220	5.9330
aegis	15656	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15657	2	1	1	1.3268	1.1887	1.2252	1.3338	1.4095
aegis	15658	3	1	0	1.2974	1.1920	1.2470	1.3480	1.3870
aegis	15659	3	1	0	1.5704	1.2430	1.3660	1.7880	1.9800
aegis	15660	3	1	0	0.2332	0.1820	0.2120	0.2570	0.2690
aegis	15661	3	1	0	0.7817	0.6380	0.7050	0.8620	0.9280
aegis	15662	3	1	0	0.9426	0.7270	0.8360	1.0270	1.0700
aegis	15663	3	1	0	0.2143	0.0220	0.0660	0.3490	0.6110
aegis	15664	1	1	0	0.9373	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15665	3	1	0	1.7260	1.4310	1.5830	1.8660	2.0290
aegis	15666	3	1	0	3.5795	3.3060	3.4130	3.7480	3.9740
aegis	15667	3	1	0	1.6727	0.3210	0.5080	2.8970	3.3990
aegis	15668	3	1	0	1.8841	0.8390	1.5770	2.2290	2.5890
aegis	15669	1	1	1	0.7399	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15670	3	0	0	1.9291	1.3780	1.6700	2.2080	2.5630
aegis	15671	3	1	0	2.1115	1.4420	1.9440	2.3010	2.4140
aegis	15672	3	1	0	1.0242	0.3280	0.6890	1.2400	1.3570
aegis	15673	3	1	0	1.6459	0.7170	1.2410	2.1440	2.4170
aegis	15674	3	1	0	1.3255	0.7110	0.9490	1.6410	1.9410
aegis	15675	3	1	0	0.7512	0.1960	0.4090	1.0840	1.3140
aegis	15676	3	1	0	0.9747	0.8100	0.9460	1.0200	1.0350
aegis	15677	3	1	0	1.3495	1.0760	1.2620	1.4540	1.5690
aegis	15678	3	1	0	0.6478	0.4550	0.5720	0.7270	0.7830
aegis	15679	3	1	0	1.1989	1.1240	1.1520	1.2460	1.2930
aegis	15680	3	1	0	1.9538	1.4910	1.6970	2.2230	2.4880
aegis	15681	3	1	0	1.5590	1.0710	1.3050	1.8260	2.1460
aegis	15682	3	1	0	2.0359	1.3420	1.7330	2.3280	2.5650
aegis	15683	2	0	1	0.6728	0.6250	0.6640	0.6853	0.7386
aegis	15684	3	0	0	1.3690	1.2690	1.3090	1.4300	1.4900
aegis	15685	3	1	0	0.9304	0.5570	0.6880	1.2150	1.4360
aegis	15686	3	1	0	2.3250	0.4100	2.0810	2.4240	2.5530
aegis	15687	3	1	0	1.8042	1.4410	1.5590	1.9760	2.0740
aegis	15688	3	1	0	2.7636	2.6350	2.6790	2.8610	2.9280
aegis	15689	3	1	0	1.4413	1.1320	1.1800	1.3380	1.3550
aegis	15690	3	1	0	4.0028	3.4920	3.7870	4.2240	4.3550
aegis	15691	3	1	0	0.9423	0.5470	0.7780	1.1070	1.2690
aegis	15692	3	1	0	1.7446	1.5650	1.6310	1.8370	2.0100
aegis	15693	3	0	0	0.5734	0.1950	0.4120	0.7240	0.9180
aegis	15694	3	1	0	2.3149	2.0990	2.2070	2.4260	2.5040
aegis	15695	3	1	0	2.7770	2.6100	2.6870	2.8700	2.9280
aegis	15696	3	1	0	2.5731	2.3800	2.4710	2.6730	2.7590
aegis	15697	3	1	0	1.5992	1.5380	1.5600	1.6400	1.6760
aegis	15698	2	1	1	1.8965	1.8927	1.8942	1.8974	1.8990
aegis	15699	3	1	0	1.2482	0.2330	0.5930	1.7810	2.3650
aegis	15700	1	1	0	0.7723	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15701	3	0	0	4.3528	0.8980	3.9730	4.6740	4.9420
aegis	15702	3	1	0	5.8690	5.8300	5.8630	5.9550	5.9600
aegis	15703	3	1	0	1.3315	0.1840	0.6310	1.9620	2.5200
aegis	15704	3	0	0	3.1663	2.9290	3.0540	3.2800	3.3670
aegis	15705	3	1	0	1.4024	1.1420	1.2440	1.5100	1.5580
aegis	15706	3	1	0	0.8298	0.5430	0.7260	0.9470	1.0530
aegis	15707	2	1	1	1.4425	1.4367	1.4393	1.4448	1.4478
aegis	15708	3	1	0	1.6418	1.5150	1.5720	1.7130	1.8110
aegis	15709	3	1	0	2.0878	1.9090	2.0460	3.0260	3.0930
aegis	15710	2	1	1	1.0218	1.0177	1.0194	1.0235	1.0254
aegis	15711	3	1	0	3.1024	2.9500	3.0200	3.1860	3.2420
aegis	15712	3	1	0	1.8844	1.4750	1.5380	2.0620	2.1610
aegis	15713	3	0	0	3.3327	2.9260	3.0540	5.7100	5.9440
aegis	15714	3	1	0	0.5506	0.3290	0.4410	0.6580	0.7660
aegis	15715	3	1	0	1.0847	0.2530	0.5690	1.6130	2.3750
aegis	15716	3	1	0	1.7171	1.3860	1.5150	1.9290	2.1250
aegis	15717	3	1	0	0.7781	0.3560	0.5700	0.9570	1.4780
aegis	15718	3	1	0	1.8380	1.4880	1.5390	2.0060	2.0810
aegis	15719	2	1	1	0.9572	0.9505	0.9538	0.9602	0.9657
aegis	15720	2	1	1	0.9155	0.7064	0.8265	0.9504	0.9746
aegis	15721	3	1	0	0.8939	0.7170	0.8050	0.9850	1.0610
aegis	15722	3	1	0	0.9122	0.8090	0.8670	0.9570	0.9940
aegis	15723	2	1	1	1.0699	0.9165	0.9752	1.0717	1.1544
aegis	15724	3	1	0	3.4350	3.1390	3.2700	3.6210	3.7820
aegis	15725	2	1	1	1.3549	1.3503	1.3525	1.3571	1.3594
aegis	15726	3	1	0	0.4802	0.2230	0.3750	0.5880	0.6520
aegis	15727	3	1	0	0.3621	0.1560	0.2480	0.4710	0.5740
aegis	15728	3	1	0	0.9258	0.7640	0.8360	1.0140	1.0750
aegis	15729	3	1	0	0.9600	0.8500	0.9030	1.0170	1.0970
aegis	15730	3	1	0	1.4698	0.0800	0.2850	2.5840	3.8030
aegis	15731	3	1	0	1.5108	1.2560	1.3340	1.7170	1.9160
aegis	15732	2	0	1	0.6153	0.4623	0.5111	0.6287	0.6469
aegis	15733	2	1	1	2.0238	2.0145	2.0185	2.0257	2.0301
aegis	15734	3	1	0	1.7360	0.7380	1.4140	2.0790	2.4390
aegis	15735	3	1	0	1.2270	1.0350	1.1280	1.3150	1.3860
aegis	15736	3	1	0	0.2574	0.0310	0.1470	0.3650	0.4560
aegis	15737	2	1	1	2.3003	2.2939	2.2966	2.3044	2.3084
aegis	15738	3	1	0	0.9964	0.8250	0.8850	1.0960	1.1390
aegis	15739	3	1	0	0.4443	0.2450	0.3080	0.6060	0.7220
aegis	15740	3	1	0	0.9442	0.5740	0.8040	1.0830	1.2330
aegis	15741	3	1	0	0.3800	0.2470	0.3330	0.4300	0.4620
aegis	15742	3	1	0	0.4279	0.3020	0.3620	0.5020	0.5680
aegis	15743	3	1	0	1.2652	1.1580	1.2090	1.3190	1.3570
aegis	15744	3	1	0	1.0465	0.2680	0.5670	1.2310	1.2920
aegis	15745	3	1	0	1.6912	1.4810	1.5910	1.7930	1.8850
aegis	15746	3	0	0	0.0683	0.0120	0.0260	0.1080	3.3290
aegis	15747	3	1	0	1.1240	0.7930	0.9360	1.2390	2.1520
aegis	15748	3	1	0	0.8355	0.6830	0.7660	0.9090	0.9560
aegis	15749	3	1	0	1.0353	0.8640	0.9680	1.1120	1.1500
aegis	15750	3	1	0	4.3716	4.2180	4.2850	4.4570	4.5100
aegis	15751	3	1	0	0.8046	0.5590	0.6530	0.9490	1.0220
aegis	15752	3	1	0	0.1166	0.0190	0.0520	0.1810	0.2650
aegis	15753	3	1	0	0.9453	0.7760	0.8580	1.0340	1.1060
aegis	15754	3	1	0	2.9157	0.2430	0.4430	3.0620	3.2540
aegis	15755	3	1	0	2.7363	2.5020	2.6270	2.8510	2.9350
aegis	15756	3	1	0	1.0864	0.8080	0.9200	1.2270	1.7110
aegis	15757	3	1	0	1.2255	0.3640	0.8320	1.4090	1.4990
aegis	15758	3	1	0	1.4105	0.7070	0.9520	1.7820	2.0000
aegis	15759	3	1	0	2.1906	1.3030	1.7510	2.6370	2.9550
aegis	15760	3	1	0	1.7847	1.5540	1.6420	1.9390	2.1690
aegis	15761	3	1	0	0.4200	0.2880	0.3620	0.4810	0.5260
aegis	15762	3	1	0	1.5345	0.8420	1.1420	1.9990	2.3440
aegis	15763	3	1	0	0.3237	0.2430	0.2750	0.3740	0.4190
aegis	15764	2	0	1	1.4818	1.3959	1.4667	1.4970	1.5221
aegis	15765	3	1	0	0.8395	0.0690	0.2280	0.7760	0.9830
aegis	15766	3	1	0	3.3065	2.9920	3.1420	3.4760	3.6240
aegis	15767	3	1	0	1.1181	0.8140	0.9380	1.2860	1.6040
aegis	15768	3	1	0	1.7302	1.5270	1.6110	1.8460	1.9610
aegis	15769	1	1	1	0.0452	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15770	2	1	1	0.3614	0.2487	0.2829	0.4079	0.4515
aegis	15771	3	1	0	0.5112	0.1290	0.2830	0.7210	0.9790
aegis	15772	3	1	0	2.7189	2.4350	2.5800	2.8540	2.9570
aegis	15773	3	1	0	1.1215	0.0580	0.2630	1.2530	1.3570
aegis	15774	3	1	0	1.3622	1.0950	1.2120	1.4810	1.9550
aegis	15775	3	1	0	2.3870	0.5670	2.2470	2.5050	2.6190
aegis	15776	3	1	0	2.1308	1.9180	2.0300	2.2350	2.3130
aegis	15777	3	1	0	0.5734	0.1010	0.2940	0.8120	1.0030
aegis	15778	3	1	0	2.2407	0.0290	2.1320	2.3030	2.3530
aegis	15779	3	1	0	1.7314	1.6290	1.6720	1.7920	1.8330
aegis	15780	3	1	0	1.9361	1.3880	1.5800	2.2220	2.3870
aegis	15781	3	1	0	1.4921	1.1330	1.2950	1.5290	1.5620
aegis	15782	3	1	0	1.5035	1.1730	1.3100	1.7000	2.0020
aegis	15783	3	0	0	0.0184	0.0100	0.0110	0.0390	0.0530
aegis	15784	3	1	0	0.6978	0.6550	0.6730	0.7240	0.7410
aegis	15785	3	1	0	4.6741	4.4450	4.5470	4.8020	4.8990
aegis	15786	3	1	0	2.8859	1.3100	2.6060	3.1250	3.3210
aegis	15787	3	1	0	1.6449	1.0730	1.3050	1.9530	2.1590
aegis	15788	3	1	0	1.2731	1.0390	1.1640	1.3770	1.5190
aegis	15789	3	1	0	1.3832	0.0160	0.0380	1.4280	1.6180
aegis	15790	3	1	0	2.7371	2.5790	2.6570	2.8170	2.8720
aegis	15791	3	1	0	0.9052	0.3000	0.5640	1.1660	1.2930
aegis	15792	3	0	0	3.4559	3.2130	3.6230	5.7500	5.9430
aegis	15793	3	1	0	2.1755	1.3690	1.8450	2.5060	2.7010
aegis	15794	3	1	0	0.2198	0.1540	0.1860	0.2510	0.2650
aegis	15795	3	1	0	0.1377	0.0160	0.0450	0.2270	0.4620
aegis	15796	2	1	1	2.1535	2.1413	2.1501	2.1700	2.1866
aegis	15797	3	1	0	1.7045	1.4200	1.6010	1.8100	1.9150
aegis	15798	3	1	0	0.8012	0.7100	0.7430	0.8570	0.9360
aegis	15799	3	1	0	3.3707	3.0470	3.2080	3.5390	3.6660
aegis	15800	3	1	0	2.1019	0.4310	1.7410	2.5740	2.8260
aegis	15801	3	1	0	0.9760	0.1490	0.3510	1.2510	1.3490
aegis	15802	3	1	0	1.6127	1.0900	1.3200	1.8590	2.0580
aegis	15803	3	1	0	0.4825	0.4150	0.4490	0.5190	0.5480
aegis	15804	3	1	0	2.4473	1.6930	2.2280	2.6850	2.8390
aegis	15805	3	1	0	2.2554	2.0470	2.1610	2.3520	2.4170
aegis	15806	3	1	0	0.3761	0.0620	0.1740	0.6020	0.8410
aegis	15807	3	1	0	2.2135	1.9070	2.1080	2.3230	2.4350
aegis	15808	3	1	0	0.7354	0.6760	0.7030	0.7700	0.7930
aegis	15809	3	1	0	0.4489	0.0550	0.1460	0.9720	2.1920
aegis	15810	3	1	0	0.8984	0.7620	0.8370	0.9590	1.0210
aegis	15811	3	1	0	1.7980	1.6520	1.7250	1.8720	1.9840
aegis	15812	3	1	0	1.9938	1.8140	1.9050	2.0840	2.1680
aegis	15813	3	1	0	0.2620	0.1600	0.2030	0.3240	0.4180
aegis	15814	3	1	0	1.6115	1.3160	1.4230	1.8170	2.0460
aegis	15815	3	1	0	1.2337	0.2500	0.7560	1.3750	1.4510
aegis	15816	3	1	0	2.9016	0.2900	1.2270	3.8370	4.2290
aegis	15817	3	1	0	1.6164	1.2980	1.4070	1.8760	2.0350
aegis	15818	3	1	0	3.0830	2.6640	2.8520	3.2890	3.3980
aegis	15819	3	1	0	0.4493	0.1730	0.3510	3.3830	3.6160
aegis	15820	3	1	0	2.0472	0.4400	0.6980	2.8740	3.1660
aegis	15821	3	1	0	0.7967	0.3910	0.5010	1.0570	2.4580
aegis	15822	3	1	0	0.4157	0.0590	0.1750	0.6550	1.0260
aegis	15823	3	1	0	1.5350	1.1650	1.2890	1.8460	2.1460
aegis	15824	3	1	0	0.1856	0.0280	0.0880	0.2840	0.3660
aegis	15825	3	1	0	1.4493	1.1560	1.2780	1.6050	1.9990
aegis	15826	3	1	0	1.4694	1.0990	1.3540	1.5920	1.7020
aegis	15827	2	1	1	0.9503	0.9213	0.9351	0.9563	0.9663
aegis	15828	3	1	0	2.1746	1.4830	1.8250	2.5180	2.7610
aegis	15829	3	0	0	2.4335	2.2310	2.3310	2.5490	2.6250
aegis	15830	3	1	0	1.6253	1.3720	1.4630	1.8050	1.9700
aegis	15831	3	1	0	0.5675	0.4500	0.4970	0.6350	0.6740
aegis	15832	3	1	0	4.0026	3.5550	3.7960	4.2200	4.3630
aegis	15833	3	1	0	1.7141	1.3270	1.4690	1.9460	2.0980
aegis	15834	3	1	0	1.4645	0.4060	0.9630	1.8810	2.1500
aegis	15835	1	1	1	0.7422	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15836	3	1	0	1.1444	1.0200	1.0790	1.2310	1.2850
aegis	15837	2	1	1	1.2333	1.2304	1.2318	1.2347	1.2362
aegis	15838	3	1	0	1.6929	1.4800	1.5650	1.8210	1.9570
aegis	15839	3	1	0	1.8702	1.3150	1.5610	2.1570	2.3840
aegis	15840	3	1	0	0.0805	0.0130	0.0300	0.1340	0.2070
aegis	15841	3	1	0	1.2682	1.1490	1.1950	1.3380	1.3830
aegis	15842	3	1	0	1.6647	1.3330	1.5130	1.8200	1.9910
aegis	15843	3	1	0	0.5044	0.1040	0.2480	0.7380	1.3790
aegis	15844	3	1	0	1.1396	0.2810	0.5890	1.6130	2.1340
aegis	15845	3	1	0	4.0133	0.3330	0.6770	4.3370	4.5680
aegis	15846	1	1	1	1.4161	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15847	3	1	0	0.9477	0.7490	0.8520	1.0420	1.1330
aegis	15848	3	1	0	5.0440	0.8320	1.0610	5.4520	5.8420
aegis	15849	3	1	0	1.6084	1.3840	1.4610	1.6030	1.6500
aegis	15850	3	1	0	1.4327	0.8650	1.1800	1.4890	1.5250
aegis	15851	3	1	0	3.5469	3.4270	3.4740	3.6250	3.6840
aegis	15852	3	1	0	1.6748	0.4440	1.1590	2.1820	2.3390
aegis	15853	3	1	0	1.2195	1.1510	1.1800	1.2610	1.2920
aegis	15854	2	1	1	0.8267	0.8240	0.8251	0.8276	0.8290
aegis	15855	3	1	0	0.0375	0.0110	0.0170	0.0580	0.0680
aegis	15856	3	1	0	1.5863	1.0990	1.3270	1.8300	2.0010
aegis	15857	3	1	0	0.9226	0.8010	0.8670	0.9760	1.0150
aegis	15858	3	1	0	3.1485	0.1770	0.5110	3.3210	3.5060
aegis	15859	3	1	0	1.7550	1.3060	1.5750	1.9560	2.1560
aegis	15860	3	1	0	2.5790	2.1810	2.3850	2.7760	2.9240
aegis	15861	3	1	0	2.1187	1.4600	1.7330	2.4860	2.8630
aegis	15862	3	1	0	1.1114	0.8230	0.9480	1.2680	1.5400
aegis	15863	3	1	0	0.7965	0.0610	0.2420	1.2280	1.3530
aegis	15864	3	1	0	0.2603	0.0200	0.0580	0.4020	0.5860
aegis	15865	3	1	0	0.1634	0.0440	0.0550	0.1730	0.2000
aegis	15866	3	1	0	1.2564	1.0730	1.1710	1.3440	1.4740
aegis	15867	3	1	0	1.5175	1.2820	1.3570	1.6710	1.7570
aegis	15868	3	1	0	3.0860	2.8980	2.9800	3.1890	3.2550
aegis	15869	3	1	0	2.4933	2.2100	2.3470	2.6550	2.7870
aegis	15870	3	1	0	1.1025	0.9620	1.0040	1.1770	1.2080
aegis	15871	2	1	1	2.3052	2.2777	2.2925	2.3184	2.3342
aegis	15872	3	1	0	1.7475	1.4990	1.6270	1.8710	1.9830
aegis	15873	3	1	0	1.6412	1.5420	1.5840	1.7000	1.7610
aegis	15874	3	0	0	1.3011	0.3030	0.7180	1.8670	2.2580
aegis	15875	3	1	0	1.9481	1.4960	1.6880	2.1850	2.3130
aegis	15876	3	1	0	1.5341	0.8130	1.1390	1.9510	2.3390
aegis	15877	1	1	1	0.7406	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15878	3	1	0	1.7656	1.4340	1.5980	1.9320	2.0750
aegis	15879	3	1	0	2.5925	0.1320	0.6930	2.7740	2.9460
aegis	15880	1	1	1	1.4146	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15881	3	1	0	3.4297	3.3280	3.3650	3.4960	3.5330
aegis	15882	2	1	1	1.4670	1.4567	1.4622	1.4704	1.4764
aegis	15883	3	1	0	1.1968	0.5980	0.8840	1.4050	1.5860
aegis	15884	2	1	1	1.3106	1.2904	1.3017	1.3433	1.3694
aegis	15885	3	1	0	0.4293	0.3970	0.4080	0.4510	0.4720
aegis	15886	2	1	1	2.3940	2.3803	2.3874	2.3975	2.4012
aegis	15887	3	1	0	2.5119	2.4080	2.4520	2.6980	2.8090
aegis	15888	3	1	0	1.2204	0.7250	0.9660	1.4830	5.4750
aegis	15889	2	1	1	1.0824	1.0726	1.0781	1.0873	1.2750
aegis	15890	3	1	0	0.9051	0.7100	0.7770	1.1410	1.2200
aegis	15891	3	1	0	3.1646	2.9470	3.0510	3.2800	3.3660
aegis	15892	3	1	0	2.1481	1.2300	1.4930	2.5920	2.7620
aegis	15893	3	1	0	1.6784	1.5380	1.5900	1.7720	1.8530
aegis	15894	3	1	0	1.3492	1.1970	1.2580	1.4340	1.6410
aegis	15895	3	1	0	3.2026	3.0100	3.1030	3.3040	3.3760
aegis	15896	3	1	0	1.7798	1.1490	1.4060	2.1610	2.4680
aegis	15897	3	1	0	2.6941	2.3790	2.5500	2.8390	2.9270
aegis	15898	3	1	0	3.1413	3.7160	3.7900	4.4910	4.9490
aegis	15899	3	1	0	2.4094	2.6350	2.6530	2.8420	2.9770
aegis	15900	3	1	0	3.1710	2.9660	3.0570	3.2850	3.3770
aegis	15901	3	1	0	0.1914	0.1130	0.1510	0.2410	2.5270
aegis	15902	3	1	0	3.1097	2.8840	2.9860	3.2310	3.3200
aegis	15903	3	1	0	1.4600	0.6400	0.8950	2.1700	2.4010
aegis	15904	3	1	0	0.8491	0.2710	0.5390	1.1260	1.3040
aegis	15905	3	1	0	0.6784	0.1140	0.3910	0.9100	1.0690
aegis	15906	3	1	0	2.2592	1.4540	1.8790	2.6760	3.0090
aegis	15907	3	1	0	3.0338	2.7890	2.9030	3.1660	3.2850
aegis	15908	3	0	0	2.9184	2.4560	2.6260	3.1660	3.2790
aegis	15909	3	1	0	0.3886	0.1250	0.2390	0.5350	0.8260
aegis	15910	2	0	1	0.8984	0.8960	0.8972	0.8998	0.9010
aegis	15911	3	1	0	3.0743	2.8170	2.9330	3.2110	3.3090
aegis	15912	3	1	0	0.2159	0.0630	0.1380	0.2980	0.4020
aegis	15913	3	1	0	0.1246	0.0250	0.0450	0.1810	0.2190
aegis	15914	2	1	1	0.6862	0.6228	0.6811	0.7350	0.7457
aegis	15915	3	1	0	1.7874	1.4980	1.5690	1.9320	2.0290
aegis	15916	3	1	0	1.7168	1.4830	1.6150	1.8170	1.8930
aegis	15917	3	1	0	2.0075	0.9170	1.6260	2.4340	3.3390
aegis	15918	3	1	0	1.5649	1.1140	1.2260	1.9850	2.3330
aegis	15919	3	1	0	5.6164	5.4060	5.5350	5.9230	5.9560
aegis	15920	3	1	0	2.0579	1.2690	1.6610	2.4810	2.7840
aegis	15921	3	1	0	1.0438	0.9210	0.9820	1.1080	1.1510
aegis	15922	3	1	0	0.6573	0.1100	0.2380	0.9230	1.5730
aegis	15923	3	1	0	2.3352	2.3190	2.3560	2.6590	2.8250
aegis	15924	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
aegis	15925	3	1	0	0.4396	0.1760	0.3000	0.5560	0.6480
aegis	15926	3	1	0	1.9690	1.4940	1.8620	2.1130	2.1880
aegis	15927	3	1	0	0.0427	0.0110	0.0160	0.0740	0.1060
aegis	15928	3	1	0	0.3872	0.2590	0.3020	0.6120	3.4010
aegis	15929	3	1	0	0.0642	0.0120	0.0240	0.1580	0.2280
aegis	15930	3	1	0	0.6199	0.1360	0.4360	0.7990	0.9200
aegis	15931	3	1	0	3.2442	3.0910	3.1570	3.3310	3.3880
aegis	15932	3	0	0	0.5233	0.1490	0.2500	0.8500	1.0340
aegis	15933	3	1	0	0.4179	0.0800	0.1740	0.4720	0.5090
aegis	15934	3	1	0	0.7372	0.0540	0.1230	1.8370	3.0760
aegis	15935	3	1	0	4.9922	4.6400	4.7970	5.2000	5.3680
aegis	15936	3	1	0	2.9283	2.5820	2.7320	3.2170	3.4150
aegis	15937	3	1	0	1.2196	0.9860	1.0760	1.3710	1.6540
aegis	15938	3	1	0	2.4433	2.1010	2.2790	2.6120	2.7280
aegis	15939	3	0	0	4.2386	3.9080	4.0820	4.3960	4.5150
aegis	15940	3	1	0	1.4227	1.2840	1.3330	1.5050	1.6700
aegis	15941	3	1	0	0.8568	0.3020	0.5010	0.8420	0.9090
aegis	15942	3	1	0	1.7016	1.4450	1.5580	1.8210	1.9260
aegis	15943	3	1	0	0.4744	0.1670	0.2540	0.4600	0.4740
aegis	15944	3	1	0	1.5444	1.3430	1.4520	1.6450	1.7480
aegis	15945	3	1	0	1.7038	1.3490	1.4800	1.9890	2.3640
aegis	15946	3	1	0	3.1786	2.9370	3.0460	3.3140	3.4200
aegis	15947	3	1	0	2.4712	2.4700	2.4870	2.6470	2.7310
aegis	15948	3	1	0	0.9623	0.7900	0.8840	1.0300	1.0900
aegis	15949	2	1	1	1.0772	1.0697	1.0736	1.0814	1.0897
aegis	15950	3	1	0	0.6148	0.2260	0.4560	0.7760	0.9160
aegis	15951	3	1	0	1.4409	0.6390	0.9020	2.0920	4.3270
